,area,data,era,results,status,jobs_finished,jobs_total
24,work_areas/crab_2016_ST_ST_s_ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_ST_ST_s_ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia_deepflavour_bff
Task name:			220512_185904:rymuelle_crab_2016_ST_ST_s_ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0122.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_185904%3Arymuelle_crab_2016_ST_ST_s_ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_185904%3Arymuelle_crab_2016_ST_ST_s_ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia_deepflavour_bff&from=1652378344000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (3/3)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1014MB min, 1119MB max, 1073MB ave
 * Runtime: 0:13:16 min, 1:03:38 max, 0:31:36 ave
 * CPU eff: 90% min, 97% max, 96% ave
 * Waste: 0:08:48 (8% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_ST_ST_s_ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia_deepflavour_bff/crab.log
",finished,3,3
25,work_areas/crab_2016_ST_ST_anti_ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pyth_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_ST_ST_anti_ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pyth_deepflavour_bff
Task name:			220512_190128:rymuelle_crab_2016_ST_ST_anti_ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pyth_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0119.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_190128%3Arymuelle_crab_2016_ST_ST_anti_ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pyth_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_190128%3Arymuelle_crab_2016_ST_ST_anti_ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pyth_deepflavour_bff&from=1652378488000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (10/10)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1091MB min, 1240MB max, 1145MB ave
 * Runtime: 0:15:20 min, 3:39:28 max, 1:18:30 ave
 * CPU eff: 86% min, 96% max, 91% ave
 * Waste: 0:01:25 (0% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_ST_ST_anti_ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pyth_deepflavour_bff/crab.log
",finished,10,10
26,work_areas/crab_2016_ST_ST_ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8__deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_ST_ST_ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8__deepflavour_bff
Task name:			220512_190322:rymuelle_crab_2016_ST_ST_ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8__deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0144.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_190322%3Arymuelle_crab_2016_ST_ST_ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8__deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_190322%3Arymuelle_crab_2016_ST_ST_ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8__deepflavour_bff&from=1652378602000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (7/7)

No publication information (publication has been disabled in the CRAB configuration file)

Summary of run jobs:
 * Memory: 1172MB min, 1197MB max, 1146MB ave
 * Runtime: 0:26:12 min, 7:45:07 max, 2:59:04 ave
 * CPU eff: 84% min, 99% max, 95% ave
 * Waste: 0:22:23 (2% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_ST_ST_ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8__deepflavour_bff/crab.log
",finished,7,7
27,work_areas/crab_2016_DY_ZToMuMu_800_1400_ZToMuMu_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToMuMu_800_1400_ZToMuMu_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff
Task name:			220512_190445:rymuelle_crab_2016_DY_ZToMuMu_800_1400_ZToMuMu_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0197.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_190445%3Arymuelle_crab_2016_DY_ZToMuMu_800_1400_ZToMuMu_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_190445%3Arymuelle_crab_2016_DY_ZToMuMu_800_1400_ZToMuMu_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff&from=1652378686000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1297MB min, 1297MB max, 1298MB ave
 * Runtime: 0:26:34 min, 0:26:34 max, 0:26:34 ave
 * CPU eff: 79% min, 79% max, 79% ave
 * Waste: 0:04:50 (15% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToMuMu_800_1400_ZToMuMu_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff/crab.log
",finished,1,1
28,work_areas/crab_2016_DY_ZToMuMu_50_120_ZToMuMu_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToMuMu_50_120_ZToMuMu_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff
Task name:			220512_190609:rymuelle_crab_2016_DY_ZToMuMu_50_120_ZToMuMu_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0195.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_190609%3Arymuelle_crab_2016_DY_ZToMuMu_50_120_ZToMuMu_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_190609%3Arymuelle_crab_2016_DY_ZToMuMu_50_120_ZToMuMu_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff&from=1652378769000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (4/4)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1117MB min, 1175MB max, 1145MB ave
 * Runtime: 0:18:22 min, 1:33:30 max, 0:49:20 ave
 * CPU eff: 91% min, 93% max, 93% ave
 * Waste: 0:00:00 (0% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToMuMu_50_120_ZToMuMu_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff/crab.log
",finished,4,4
29,work_areas/crab_2016_DY_ZToMuMu_400_800_ZToMuMu_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToMuMu_400_800_ZToMuMu_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff
Task name:			220512_190733:rymuelle_crab_2016_DY_ZToMuMu_400_800_ZToMuMu_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0106.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_190733%3Arymuelle_crab_2016_DY_ZToMuMu_400_800_ZToMuMu_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_190733%3Arymuelle_crab_2016_DY_ZToMuMu_400_800_ZToMuMu_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff&from=1652378853000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1162MB min, 1162MB max, 1163MB ave
 * Runtime: 0:15:39 min, 0:15:39 max, 0:15:39 ave
 * CPU eff: 83% min, 83% max, 83% ave
 * Waste: 0:00:00 (0% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToMuMu_400_800_ZToMuMu_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff/crab.log
",finished,1,1
30,work_areas/crab_2016_DY_ZToMuMu_200_400_ZToMuMu_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToMuMu_200_400_ZToMuMu_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff
Task name:			220512_190857:rymuelle_crab_2016_DY_ZToMuMu_200_400_ZToMuMu_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0122.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_190857%3Arymuelle_crab_2016_DY_ZToMuMu_200_400_ZToMuMu_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_190857%3Arymuelle_crab_2016_DY_ZToMuMu_200_400_ZToMuMu_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff&from=1652378938000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (2/2)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Warning: the average jobs CPU efficiency is less than 50%, please consider to improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task

Summary of run jobs:
 * Memory: 1191MB min, 1191MB max, 1148MB ave
 * Runtime: 0:06:54 min, 1:05:28 max, 0:36:11 ave
 * CPU eff: 35% min, 89% max, 40% ave
 * Waste: 0:00:18 (0% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToMuMu_200_400_ZToMuMu_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff/crab.log
",finished,2,2
31,work_areas/crab_2016_DY_ZToEE_400_800_ZToEE_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToEE_400_800_ZToEE_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff
Task name:			220512_191816:rymuelle_crab_2016_DY_ZToEE_400_800_ZToEE_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0196.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_191816%3Arymuelle_crab_2016_DY_ZToEE_400_800_ZToEE_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_191816%3Arymuelle_crab_2016_DY_ZToEE_400_800_ZToEE_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff&from=1652379496000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1240MB min, 1240MB max, 1241MB ave
 * Runtime: 0:24:54 min, 0:24:54 max, 0:24:54 ave
 * CPU eff: 97% min, 97% max, 97% ave
 * Waste: 0:03:50 (13% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToEE_400_800_ZToEE_NNPDF30_13TeV-powheg_M_400_800_deepflavour_bff/crab.log
",finished,1,1
32,work_areas/crab_2016_DY_ZToMuMu_120_200_ZToMuMu_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToMuMu_120_200_ZToMuMu_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff
Task name:			220512_191023:rymuelle_crab_2016_DY_ZToMuMu_120_200_ZToMuMu_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0144.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_191023%3Arymuelle_crab_2016_DY_ZToMuMu_120_200_ZToMuMu_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_191023%3Arymuelle_crab_2016_DY_ZToMuMu_120_200_ZToMuMu_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff&from=1652379024000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Warning: the average jobs CPU efficiency is less than 50%, please consider to improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task

Summary of run jobs:
 * Memory: 1094MB min, 1094MB max, 1095MB ave
 * Runtime: 1:41:26 min, 1:41:26 max, 1:41:26 ave
 * CPU eff: 23% min, 23% max, 23% ave
 * Waste: 0:02:11 (2% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToMuMu_120_200_ZToMuMu_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff/crab.log
",finished,1,1
33,work_areas/crab_2016_DY_ZToEE_800_1400_ZToEE_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToEE_800_1400_ZToEE_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff
Task name:			220512_191145:rymuelle_crab_2016_DY_ZToEE_800_1400_ZToEE_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0107.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_191145%3Arymuelle_crab_2016_DY_ZToEE_800_1400_ZToEE_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_191145%3Arymuelle_crab_2016_DY_ZToEE_800_1400_ZToEE_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff&from=1652379105000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1334MB min, 1334MB max, 1334MB ave
 * Runtime: 0:24:13 min, 0:24:13 max, 0:24:13 ave
 * CPU eff: 76% min, 76% max, 76% ave
 * Waste: 0:04:33 (16% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToEE_800_1400_ZToEE_NNPDF30_13TeV-powheg_M_800_1400_deepflavour_bff/crab.log
",finished,1,1
34,work_areas/crab_2016_DY_ZToEE_200_400_ZToEE_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToEE_200_400_ZToEE_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff
Task name:			220512_191937:rymuelle_crab_2016_DY_ZToEE_200_400_ZToEE_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0119.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_191937%3Arymuelle_crab_2016_DY_ZToEE_200_400_ZToEE_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_191937%3Arymuelle_crab_2016_DY_ZToEE_200_400_ZToEE_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff&from=1652379577000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1240MB min, 1240MB max, 1240MB ave
 * Runtime: 0:15:14 min, 0:15:14 max, 0:15:14 ave
 * CPU eff: 92% min, 92% max, 92% ave
 * Waste: 0:01:40 (10% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToEE_200_400_ZToEE_NNPDF30_13TeV-powheg_M_200_400_deepflavour_bff/crab.log
",finished,1,1
35,work_areas/crab_2016_DY_ZToEE_120_200_ZToEE_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToEE_120_200_ZToEE_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff
Task name:			220512_192410:rymuelle_crab_2016_DY_ZToEE_120_200_ZToEE_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0198.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_192410%3Arymuelle_crab_2016_DY_ZToEE_120_200_ZToEE_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_192410%3Arymuelle_crab_2016_DY_ZToEE_120_200_ZToEE_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff&from=1652379850000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1145MB min, 1145MB max, 1145MB ave
 * Runtime: 0:12:11 min, 0:12:11 max, 0:12:11 ave
 * CPU eff: 92% min, 92% max, 92% ave
 * Waste: 0:03:48 (24% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToEE_120_200_ZToEE_NNPDF30_13TeV-powheg_M_120_200_deepflavour_bff/crab.log
",finished,1,1
36,work_areas/crab_2016_DB_ZZ_ZZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DB_ZZ_ZZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff
Task name:			220512_192539:rymuelle_crab_2016_DB_ZZ_ZZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0144.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_192539%3Arymuelle_crab_2016_DB_ZZ_ZZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_192539%3Arymuelle_crab_2016_DB_ZZ_ZZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff&from=1652379939000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (5/5)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 715MB min, 1119MB max, 1027MB ave
 * Runtime: 0:10:39 min, 0:52:55 max, 0:32:05 ave
 * CPU eff: 54% min, 95% max, 89% ave
 * Waste: 0:24:16 (13% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DB_ZZ_ZZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff/crab.log
",finished,5,5
